EVENT_DATE_YEAR,NO_OF_RUNS,SPECIES_NAME,LATIN_NAME,ALL_RUNS,EVENT_DATE,Average_count
2012,2,3-spined stickleback,Gasterosteus aculeatus,11,10/07/2012,6
2012,2,European eels > elvers,Anguilla anguilla,1,10/07/2012,1
2014,3,Dace,Leuciscus leuciscus,15,25/06/2014,5
2014,3,Pike,Esox lucius,16,25/06/2014,6
2014,3,Stone loach,Barbatula barbatula,18,25/06/2014,6
2014,3,Bullhead,Cottus gobio,54,25/06/2014,18
2014,3,Minnow,Phoxinus phoxinus,398,25/06/2014,133
2014,3,Gudgeon,Gobio gobio,11,25/06/2014,4
2014,3,Perch,Perca fluviatilis,2,25/06/2014,1
2014,3,Spined loach,Cobitis taenia,7,25/06/2014,3
2014,3,3-spined stickleback,Gasterosteus aculeatus,7,25/06/2014,3
2016,2,Roach,Rutilus rutilus,10,02/06/2016,5
2016,2,Pike,Esox lucius,12,02/06/2016,6
2016,2,Dace,Leuciscus leuciscus,12,02/06/2016,6
2016,2,Brown / sea trout,Salmo trutta,3,02/06/2016,2
2016,2,Rudd,Scardinius erythrophthalmus,6,02/06/2016,3
2016,2,Minnow,Phoxinus phoxinus,69,02/06/2016,35
2016,2,Bullhead,Cottus gobio,13,02/06/2016,7
2016,2,Stone loach,Barbatula barbatula,2,02/06/2016,1
2016,2,3-spined stickleback,Gasterosteus aculeatus,3,02/06/2016,2
2018,2,Pike,Esox lucius,10,25/07/2018,5
2018,2,Dace,Leuciscus leuciscus,6,25/07/2018,3
2018,2,Minnow,Phoxinus phoxinus,12,25/07/2018,6
2018,2,Stone loach,Barbatula barbatula,17,25/07/2018,9
2018,2,Bullhead,Cottus gobio,40,25/07/2018,20
2018,2,Brown / sea trout,Salmo trutta,4,25/07/2018,2
2018,2,Spined loach,Cobitis taenia,1,25/07/2018,1
2021,2,Brown / sea trout,Salmo trutta,3,29/06/2021,2
2021,2,Gudgeon,Gobio gobio,2,29/06/2021,1
2021,2,Pike,Esox lucius,2,29/06/2021,1
2021,2,Minnow,Phoxinus phoxinus,143,29/06/2021,72
2021,2,Stone loach,Barbatula barbatula,47,29/06/2021,24
2021,2,Bullhead,Cottus gobio,76,29/06/2021,38
2021,2,3-spined stickleback,Gasterosteus aculeatus,4,29/06/2021,2
2021,2,European eels > elvers,Anguilla anguilla,1,29/06/2021,1
2022,2,Dace,Leuciscus leuciscus,2,20/06/2022,1
2022,2,Pike,Esox lucius,5,20/06/2022,3
2022,2,Perch,Perca fluviatilis,1,20/06/2022,1
2022,2,Brown / sea trout,Salmo trutta,11,20/06/2022,6
2022,2,Bullhead,Cottus gobio,94,20/06/2022,47
2022,2,Stone loach,Barbatula barbatula,20,20/06/2022,10
2022,2,Spined loach,Cobitis taenia,1,20/06/2022,1
2022,2,Minnow,Phoxinus phoxinus,83,20/06/2022,42
2022,2,3-spined stickleback,Gasterosteus aculeatus,3,20/06/2022,2
2022,2,Brook lamprey ammocoetes,Lampetra planeri,1,20/06/2022,1
2012,3,Roach,Rutilus rutilus,16,06/07/2012,6
2012,3,Pike,Esox lucius,5,06/07/2012,2
2012,3,3-spined stickleback,Gasterosteus aculeatus,3,06/07/2012,1
2012,3,Perch,Perca fluviatilis,2,06/07/2012,1
2012,2,Roach,Rutilus rutilus,8,12/07/2012,4
2012,2,Pike,Esox lucius,2,12/07/2012,1
2012,2,Minnow,Phoxinus phoxinus,4,12/07/2012,2
2012,2,Bullhead,Cottus gobio,14,12/07/2012,7
2012,2,3-spined stickleback,Gasterosteus aculeatus,18,12/07/2012,9
2016,1,3-spined stickleback,Gasterosteus aculeatus,16,20/01/2016,16
2016,1,Stone loach,Barbatula barbatula,5,20/01/2016,5
2016,1,Brown / sea trout,Salmo trutta,16,20/01/2016,16
2012,3,Brown / sea trout,Salmo trutta,46,09/05/2012,16
2012,3,Rudd,Scardinius erythrophthalmus,22,09/05/2012,8
2012,3,Dace,Leuciscus leuciscus,1,09/05/2012,1
2012,3,Stone loach,Barbatula barbatula,17,09/05/2012,6
2012,3,3-spined stickleback,Gasterosteus aculeatus,16,09/05/2012,6
2012,3,European eels > elvers,Anguilla anguilla,5,09/05/2012,2
2015,2,Brown / sea trout,Salmo trutta,48,05/05/2015,24
2015,2,Rudd,Scardinius erythrophthalmus,5,05/05/2015,3
2015,2,3-spined stickleback,Gasterosteus aculeatus,4,05/05/2015,2
2015,2,Stone loach,Barbatula barbatula,19,05/05/2015,10
2015,2,European eels > elvers,Anguilla anguilla,2,05/05/2015,1
2018,3,Roach,Rutilus rutilus,1,18/05/2018,1
2018,3,Brown / sea trout,Salmo trutta,37,18/05/2018,13
2018,3,Stone loach,Barbatula barbatula,64,18/05/2018,22
2018,3,3-spined stickleback,Gasterosteus aculeatus,7,18/05/2018,3
2018,3,European eels > elvers,Anguilla anguilla,17,18/05/2018,6
2012,3,Brown / sea trout,Salmo trutta,80,16/05/2012,27
2012,3,Dace,Leuciscus leuciscus,2,16/05/2012,1
2012,3,Rudd,Scardinius erythrophthalmus,2,16/05/2012,1
2012,3,Stone loach,Barbatula barbatula,26,16/05/2012,9
2012,3,3-spined stickleback,Gasterosteus aculeatus,4,16/05/2012,2
2012,3,Minnow,Phoxinus phoxinus,31,16/05/2012,11
2012,3,European eels > elvers,Anguilla anguilla,2,16/05/2012,1
2015,3,Chub,Leuciscus cephalus,6,06/05/2015,2
2015,3,Brown / sea trout,Salmo trutta,110,06/05/2015,37
2015,3,Rainbow trout,Oncorhynchus mykiss,1,06/05/2015,1
2015,3,Minnow,Phoxinus phoxinus,65,06/05/2015,22
2015,3,Stone loach,Barbatula barbatula,45,06/05/2015,15
2015,3,3-spined stickleback,Gasterosteus aculeatus,4,06/05/2015,2
2015,3,European eels > elvers,Anguilla anguilla,2,06/05/2015,1
2015,3,Dace,Leuciscus leuciscus,1,06/05/2015,1
2018,3,Roach,Rutilus rutilus,8,14/05/2018,3
2018,3,Dace,Leuciscus leuciscus,21,14/05/2018,7
2018,3,Brown / sea trout,Salmo trutta,96,14/05/2018,32
2018,3,3-spined stickleback,Gasterosteus aculeatus,5,14/05/2018,2
2018,3,Gudgeon,Gobio gobio,11,14/05/2018,4
2018,3,Stone loach,Barbatula barbatula,40,14/05/2018,14
2018,3,Minnow,Phoxinus phoxinus,57,14/05/2018,19
2018,3,European eels > elvers,Anguilla anguilla,11,14/05/2018,4
2012,3,Brown / sea trout,Salmo trutta,183,22/05/2012,61
2012,3,Rudd,Scardinius erythrophthalmus,4,22/05/2012,2
2012,3,Roach,Rutilus rutilus,8,22/05/2012,3
2012,3,Dace,Leuciscus leuciscus,7,22/05/2012,3
2012,3,Stone loach,Barbatula barbatula,29,22/05/2012,10
2012,3,Feral [brown] goldfish,Carassius auratus,1,22/05/2012,1
2012,3,Minnow,Phoxinus phoxinus,78,22/05/2012,26
2012,3,3-spined stickleback,Gasterosteus aculeatus,10,22/05/2012,4
2012,3,Roach x common bream hybrid,Rutilus rutilus x Abramis brama,4,22/05/2012,2
2012,3,European eels > elvers,Anguilla anguilla,9,22/05/2012,3
2015,3,Dace,Leuciscus leuciscus,8,28/04/2015,3
2015,3,Brown / sea trout,Salmo trutta,228,28/04/2015,76
2015,3,Chub,Leuciscus cephalus,8,28/04/2015,3
2015,3,Minnow,Phoxinus phoxinus,185,28/04/2015,62
2015,3,3-spined stickleback,Gasterosteus aculeatus,5,28/04/2015,2
2015,3,Stone loach,Barbatula barbatula,66,28/04/2015,22
2015,3,European eels > elvers,Anguilla anguilla,9,28/04/2015,3
2018,2,Roach,Rutilus rutilus,8,17/05/2018,4
2018,2,Dace,Leuciscus leuciscus,11,17/05/2018,6
2018,2,Brown / sea trout,Salmo trutta,52,17/05/2018,26
2018,2,Rainbow trout,Oncorhynchus mykiss,1,17/05/2018,1
2018,2,Stone loach,Barbatula barbatula,24,17/05/2018,12
2018,2,Minnow,Phoxinus phoxinus,150,17/05/2018,75
2018,2,3-spined stickleback,Gasterosteus aculeatus,21,17/05/2018,11
2018,2,Gudgeon,Gobio gobio,6,17/05/2018,3
2018,2,European eels > elvers,Anguilla anguilla,16,17/05/2018,8
2012,4,Roach,Rutilus rutilus,8,23/05/2012,2
2012,4,Brown / sea trout,Salmo trutta,120,23/05/2012,30
2012,4,Dace,Leuciscus leuciscus,193,23/05/2012,49
2012,4,Rudd,Scardinius erythrophthalmus,22,23/05/2012,6
2012,4,Gudgeon,Gobio gobio,46,23/05/2012,12
2012,4,Stone loach,Barbatula barbatula,37,23/05/2012,10
2012,4,Chub,Leuciscus cephalus,1,23/05/2012,1
2012,4,Minnow,Phoxinus phoxinus,31,23/05/2012,8
2012,4,3-spined stickleback,Gasterosteus aculeatus,18,23/05/2012,5
2012,4,European eels > elvers,Anguilla anguilla,15,23/05/2012,4
2014,4,Roach,Rutilus rutilus,9,16/04/2014,3
2014,4,Dace,Leuciscus leuciscus,98,16/04/2014,25
2014,4,Brown / sea trout,Salmo trutta,116,16/04/2014,29
2014,4,Chub,Leuciscus cephalus,2,16/04/2014,1
2014,4,3-spined stickleback,Gasterosteus aculeatus,3,16/04/2014,1
2014,4,Stone loach,Barbatula barbatula,18,16/04/2014,5
2014,4,Gudgeon,Gobio gobio,48,16/04/2014,12
2014,4,Minnow,Phoxinus phoxinus,51,16/04/2014,13
2014,4,European eels > elvers,Anguilla anguilla,18,16/04/2014,5
2015,3,Dace,Leuciscus leuciscus,147,29/04/2015,49
2015,3,Brown / sea trout,Salmo trutta,106,29/04/2015,36
2015,3,Chub,Leuciscus cephalus,21,29/04/2015,7
2015,3,Gudgeon,Gobio gobio,69,29/04/2015,23
2015,3,Minnow,Phoxinus phoxinus,97,29/04/2015,33
2015,3,Stone loach,Barbatula barbatula,45,29/04/2015,15
2015,3,Roach,Rutilus rutilus,2,29/04/2015,1
2015,3,Rudd,Scardinius erythrophthalmus,2,29/04/2015,1
2015,3,Tench,Tinca tinca,1,29/04/2015,1
2015,3,3-spined stickleback,Gasterosteus aculeatus,16,29/04/2015,6
2015,3,European eels > elvers,Anguilla anguilla,13,29/04/2015,5
2016,2,Roach,Rutilus rutilus,3,07/06/2016,2
2016,2,Chub,Leuciscus cephalus,15,07/06/2016,8
2016,2,Brown / sea trout,Salmo trutta,86,07/06/2016,43
2016,2,Dace,Leuciscus leuciscus,164,07/06/2016,82
2016,2,Gudgeon,Gobio gobio,29,07/06/2016,15
2016,2,3-spined stickleback,Gasterosteus aculeatus,13,07/06/2016,7
2016,2,Stone loach,Barbatula barbatula,37,07/06/2016,19
2016,2,Minnow,Phoxinus phoxinus,6,07/06/2016,3
2016,2,European eels > elvers,Anguilla anguilla,8,07/06/2016,4
2018,2,Roach,Rutilus rutilus,8,29/05/2018,4
2018,2,Brown / sea trout,Salmo trutta,42,29/05/2018,21
2018,2,Dace,Leuciscus leuciscus,86,29/05/2018,43
2018,2,Rudd,Scardinius erythrophthalmus,11,29/05/2018,6
2018,2,Chub,Leuciscus cephalus,2,29/05/2018,1
2018,2,Minnow,Phoxinus phoxinus,19,29/05/2018,10
2018,2,Stone loach,Barbatula barbatula,32,29/05/2018,16
2018,2,Gudgeon,Gobio gobio,87,29/05/2018,44
2018,2,3-spined stickleback,Gasterosteus aculeatus,17,29/05/2018,9
2018,2,European eels > elvers,Anguilla anguilla,6,29/05/2018,3
2022,2,Roach,Rutilus rutilus,76,17/05/2022,38
2022,2,Brown / sea trout,Salmo trutta,11,17/05/2022,6
2022,2,Dace,Leuciscus leuciscus,67,17/05/2022,34
2022,2,Rudd,Scardinius erythrophthalmus,40,17/05/2022,20
2022,2,Gudgeon,Gobio gobio,103,17/05/2022,52
2022,2,3-spined stickleback,Gasterosteus aculeatus,46,17/05/2022,23
2022,2,Stone loach,Barbatula barbatula,33,17/05/2022,17
2022,2,Minnow,Phoxinus phoxinus,2,17/05/2022,1
2022,2,European eels > elvers,Anguilla anguilla,12,17/05/2022,6
2012,3,Rudd,Scardinius erythrophthalmus,17,08/05/2012,6
2012,3,Brown / sea trout,Salmo trutta,69,08/05/2012,23
2012,3,Stone loach,Barbatula barbatula,54,08/05/2012,18
2012,3,3-spined stickleback,Gasterosteus aculeatus,5,08/05/2012,2
2012,3,European eels > elvers,Anguilla anguilla,5,08/05/2012,2
2015,2,Brown / sea trout,Salmo trutta,58,18/05/2015,29
2015,2,Chub,Leuciscus cephalus,2,18/05/2015,1
2015,2,3-spined stickleback,Gasterosteus aculeatus,3,18/05/2015,2
2015,2,Stone loach,Barbatula barbatula,22,18/05/2015,11
2015,2,European eels > elvers,Anguilla anguilla,3,18/05/2015,2
2018,3,Brown / sea trout,Salmo trutta,68,03/05/2018,23
2018,3,3-spined stickleback,Gasterosteus aculeatus,21,03/05/2018,7
2018,3,Stone loach,Barbatula barbatula,117,03/05/2018,39
2018,3,Dace,Leuciscus leuciscus,1,03/05/2018,1
2018,3,European eels > elvers,Anguilla anguilla,9,03/05/2018,3
2021,2,Stone loach,Barbatula barbatula,13,08/07/2021,7
2021,2,3-spined stickleback,Gasterosteus aculeatus,8,08/07/2021,4
2021,2,Brown / sea trout,Salmo trutta,23,08/07/2021,12
2021,2,European eels > elvers,Anguilla anguilla,1,08/07/2021,1
2012,3,Roach,Rutilus rutilus,115,06/06/2012,39
2012,3,Dace,Leuciscus leuciscus,79,06/06/2012,27
2012,3,Chub,Leuciscus cephalus,121,06/06/2012,41
2012,3,Gudgeon,Gobio gobio,107,06/06/2012,36
2012,3,Brown / sea trout,Salmo trutta,10,06/06/2012,4
2012,3,Perch,Perca fluviatilis,13,06/06/2012,5
2012,3,Stone loach,Barbatula barbatula,14,06/06/2012,5
2012,3,Spined loach,Cobitis taenia,10,06/06/2012,4
2012,3,3-spined stickleback,Gasterosteus aculeatus,7,06/06/2012,3
2012,3,Bullhead,Cottus gobio,5,06/06/2012,2
2012,3,Rudd,Scardinius erythrophthalmus,2,06/06/2012,1
2012,3,European eels > elvers,Anguilla anguilla,38,06/06/2012,13
2012,3,Minnow,Phoxinus phoxinus,7,06/06/2012,3
2012,3,Brook lamprey ammocoetes,Lampetra planeri,7,06/06/2012,3
2012,3,Tench,Tinca tinca,1,06/06/2012,1
2014,5,Roach,Rutilus rutilus,14,23/04/2014,3
2014,5,Dace,Leuciscus leuciscus,58,23/04/2014,12
2014,5,Perch,Perca fluviatilis,3,23/04/2014,1
2014,5,Pike,Esox lucius,2,23/04/2014,1
2014,5,Chub,Leuciscus cephalus,68,23/04/2014,14
2014,5,Bullhead,Cottus gobio,24,23/04/2014,5
2014,5,Minnow,Phoxinus phoxinus,74,23/04/2014,15
2014,5,Gudgeon,Gobio gobio,77,23/04/2014,16
2014,5,Stone loach,Barbatula barbatula,43,23/04/2014,9
2014,5,Spined loach,Cobitis taenia,7,23/04/2014,2
2014,5,European eels > elvers,Anguilla anguilla,36,23/04/2014,8
2014,5,Brook lamprey ammocoetes,Lampetra planeri,109,23/04/2014,22
2014,5,3-spined stickleback,Gasterosteus aculeatus,15,23/04/2014,3
2014,5,Brown / sea trout,Salmo trutta,15,23/04/2014,3
2015,3,Roach,Rutilus rutilus,1,22/04/2015,1
2015,3,Perch,Perca fluviatilis,7,22/04/2015,3
2015,3,Brown / sea trout,Salmo trutta,14,22/04/2015,5
2015,3,Dace,Leuciscus leuciscus,71,22/04/2015,24
2015,3,Chub,Leuciscus cephalus,94,22/04/2015,32
2015,3,Tench,Tinca tinca,4,22/04/2015,2
2015,3,Minnow,Phoxinus phoxinus,104,22/04/2015,35
2015,3,3-spined stickleback,Gasterosteus aculeatus,11,22/04/2015,4
2015,3,Gudgeon,Gobio gobio,150,22/04/2015,50
2015,3,Bullhead,Cottus gobio,14,22/04/2015,5
2015,3,Stone loach,Barbatula barbatula,50,22/04/2015,17
2015,3,Spined loach,Cobitis taenia,13,22/04/2015,5
2015,3,Brook lamprey ammocoetes,Lampetra planeri,183,22/04/2015,61
2015,3,Brook lamprey > ammocoete,Lampetra planeri,1,22/04/2015,1
2015,3,European eels > elvers,Anguilla anguilla,41,22/04/2015,14
2016,3,Roach,Rutilus rutilus,20,23/05/2016,7
2016,3,Brown / sea trout,Salmo trutta,17,23/05/2016,6
2016,3,Chub,Leuciscus cephalus,106,23/05/2016,36
2016,3,Dace,Leuciscus leuciscus,58,23/05/2016,20
2016,3,Gudgeon,Gobio gobio,293,23/05/2016,98
2016,3,Minnow,Phoxinus phoxinus,112,23/05/2016,38
2016,3,Perch,Perca fluviatilis,14,23/05/2016,5
2016,3,Stone loach,Barbatula barbatula,47,23/05/2016,16
2016,3,3-spined stickleback,Gasterosteus aculeatus,14,23/05/2016,5
2016,3,Spined loach,Cobitis taenia,25,23/05/2016,9
2016,3,European eels > elvers,Anguilla anguilla,13,23/05/2016,5
2016,3,Bullhead,Cottus gobio,11,23/05/2016,4
2016,3,Brook lamprey ammocoetes,Lampetra planeri,203,23/05/2016,68
2018,3,Roach,Rutilus rutilus,57,30/05/2018,19
2018,3,Brown / sea trout,Salmo trutta,15,30/05/2018,5
2018,3,Dace,Leuciscus leuciscus,44,30/05/2018,15
2018,3,3-spined stickleback,Gasterosteus aculeatus,9,30/05/2018,3
2018,3,Chub,Leuciscus cephalus,85,30/05/2018,29
2018,3,Rainbow trout,Oncorhynchus mykiss,1,30/05/2018,1
2018,3,Bullhead,Cottus gobio,36,30/05/2018,12
2018,3,Stone loach,Barbatula barbatula,27,30/05/2018,9
2018,3,Gudgeon,Gobio gobio,127,30/05/2018,43
2018,3,Minnow,Phoxinus phoxinus,103,30/05/2018,35
2018,3,Spined loach,Cobitis taenia,26,30/05/2018,9
2018,3,European eels > elvers,Anguilla anguilla,34,30/05/2018,12
2018,3,European elvers,Anguilla anguilla,2,30/05/2018,1
2018,3,Brook lamprey ammocoetes,Lampetra planeri,98,30/05/2018,33
2018,3,Perch,Perca fluviatilis,4,30/05/2018,2
2021,2,Roach,Rutilus rutilus,17,12/07/2021,9
2021,2,Brown / sea trout,Salmo trutta,1,12/07/2021,1
2021,2,Chub,Leuciscus cephalus,82,12/07/2021,41
2021,2,Dace,Leuciscus leuciscus,61,12/07/2021,31
2021,2,Gudgeon,Gobio gobio,31,12/07/2021,16
2021,2,Bullhead,Cottus gobio,15,12/07/2021,8
2021,2,Minnow,Phoxinus phoxinus,20,12/07/2021,10
2021,2,Stone loach,Barbatula barbatula,7,12/07/2021,4
2021,2,3-spined stickleback,Gasterosteus aculeatus,3,12/07/2021,2
2021,2,Spined loach,Cobitis taenia,12,12/07/2021,6
2021,2,Brook lamprey ammocoetes,Lampetra planeri,13,12/07/2021,7
2021,2,European eels > elvers,Anguilla anguilla,2,12/07/2021,1
2021,2,Ruffe,Gymnocephalus cernuus,1,12/07/2021,1
2022,3,Roach,Rutilus rutilus,52,19/05/2022,18
2022,3,Dace,Leuciscus leuciscus,43,19/05/2022,15
2022,3,Chub,Leuciscus cephalus,73,19/05/2022,25
2022,3,Gudgeon,Gobio gobio,165,19/05/2022,55
2022,3,Perch,Perca fluviatilis,19,19/05/2022,7
2022,3,Brown / sea trout,Salmo trutta,1,19/05/2022,1
2022,3,3-spined stickleback,Gasterosteus aculeatus,2,19/05/2022,1
2022,3,Spined loach,Cobitis taenia,14,19/05/2022,5
2022,3,Stone loach,Barbatula barbatula,23,19/05/2022,8
2022,3,Bullhead,Cottus gobio,52,19/05/2022,18
2022,3,Minnow,Phoxinus phoxinus,15,19/05/2022,5
2022,3,European eels > elvers,Anguilla anguilla,21,19/05/2022,7
2022,3,Lamprey sp. ammocoetes,Petromyzontidae,171,19/05/2022,57
2012,3,Roach,Rutilus rutilus,51,25/05/2012,17
2012,3,Dace,Leuciscus leuciscus,191,25/05/2012,64
2012,3,Chub,Leuciscus cephalus,168,25/05/2012,56
2012,3,Brown / sea trout,Salmo trutta,22,25/05/2012,8
2012,3,Perch,Perca fluviatilis,2,25/05/2012,1
2012,3,Gudgeon,Gobio gobio,48,25/05/2012,16
2012,3,Bullhead,Cottus gobio,17,25/05/2012,6
2012,3,3-spined stickleback,Gasterosteus aculeatus,8,25/05/2012,3
2012,3,Rudd,Scardinius erythrophthalmus,1,25/05/2012,1
2012,3,Stone loach,Barbatula barbatula,10,25/05/2012,4
2012,3,Minnow,Phoxinus phoxinus,44,25/05/2012,15
2012,3,European eels > elvers,Anguilla anguilla,22,25/05/2012,8
2012,3,Brook lamprey ammocoetes,Lampetra planeri,25,25/05/2012,9
2012,3,Brook lamprey > ammocoete,Lampetra planeri,1,25/05/2012,1
2015,3,Perch,Perca fluviatilis,4,15/04/2015,2
2015,3,Dace,Leuciscus leuciscus,108,15/04/2015,36
2015,3,Chub,Leuciscus cephalus,196,15/04/2015,66
2015,3,Brown / sea trout,Salmo trutta,22,15/04/2015,8
2015,3,Rainbow trout,Oncorhynchus mykiss,1,15/04/2015,1
2015,3,Bullhead,Cottus gobio,51,15/04/2015,17
2015,3,Stone loach,Barbatula barbatula,37,15/04/2015,13
2015,3,3-spined stickleback,Gasterosteus aculeatus,7,15/04/2015,3
2015,3,Minnow,Phoxinus phoxinus,133,15/04/2015,45
2015,3,Gudgeon,Gobio gobio,146,15/04/2015,49
2015,3,Brook lamprey > ammocoete,Lampetra planeri,3,15/04/2015,1
2015,3,Brook lamprey ammocoetes,Lampetra planeri,14,15/04/2015,5
2015,3,Spined loach,Cobitis taenia,1,15/04/2015,1
2015,3,Brook lamprey,Lampetra planeri,8,15/04/2015,3
2015,3,European eels > elvers,Anguilla anguilla,29,15/04/2015,10
2018,2,Roach,Rutilus rutilus,11,31/05/2018,6
2018,2,Brown / sea trout,Salmo trutta,18,31/05/2018,9
2018,2,Dace,Leuciscus leuciscus,55,31/05/2018,28
2018,2,Rainbow trout,Oncorhynchus mykiss,4,31/05/2018,2
2018,2,Perch,Perca fluviatilis,1,31/05/2018,1
2018,2,Chub,Leuciscus cephalus,99,31/05/2018,50
2018,2,Tench,Tinca tinca,2,31/05/2018,1
2018,2,Pike,Esox lucius,1,31/05/2018,1
2018,2,Gudgeon,Gobio gobio,62,31/05/2018,31
2018,2,Minnow,Phoxinus phoxinus,62,31/05/2018,31
2018,2,Bullhead,Cottus gobio,29,31/05/2018,15
2018,2,3-spined stickleback,Gasterosteus aculeatus,9,31/05/2018,5
2018,2,European eels > elvers,Anguilla anguilla,14,31/05/2018,7
2018,2,Brook lamprey ammocoetes,Lampetra planeri,35,31/05/2018,18
2016,1,3-spined stickleback,Gasterosteus aculeatus,27,17/02/2016,27
2016,1,Minnow,Phoxinus phoxinus,40,17/02/2016,40
2016,1,Bullhead,Cottus gobio,18,17/02/2016,18
2016,1,Stone loach,Barbatula barbatula,7,17/02/2016,7
2016,1,European eels > elvers,Anguilla anguilla,1,17/02/2016,1
2016,1,Bullhead,Cottus gobio,37,17/02/2016,37
2016,1,Minnow,Phoxinus phoxinus,5,17/02/2016,5
2016,1,3-spined stickleback,Gasterosteus aculeatus,22,27/01/2016,22
2016,1,Minnow,Phoxinus phoxinus,6,27/01/2016,6
2016,1,Bullhead,Cottus gobio,7,27/01/2016,7
2016,1,3-spined stickleback,Gasterosteus aculeatus,57,27/01/2016,57
2016,1,Minnow,Phoxinus phoxinus,17,27/01/2016,17
2016,1,Bullhead,Cottus gobio,18,27/01/2016,18
2016,1,Stone loach,Barbatula barbatula,2,27/01/2016,2
2016,1,Minnow,Phoxinus phoxinus,35,15/03/2016,35
2016,1,3-spined stickleback,Gasterosteus aculeatus,12,15/03/2016,12
2016,1,Bullhead,Cottus gobio,12,15/03/2016,12
2016,1,Stone loach,Barbatula barbatula,1,15/03/2016,1
2012,2,Roach,Rutilus rutilus,2,12/04/2012,1
2012,2,Dace,Leuciscus leuciscus,17,12/04/2012,9
2012,2,Minnow,Phoxinus phoxinus,35,12/04/2012,18
2012,2,3-spined stickleback,Gasterosteus aculeatus,6,12/04/2012,3
2012,2,Bullhead,Cottus gobio,3,12/04/2012,2
2012,2,Stone loach,Barbatula barbatula,5,12/04/2012,3
2012,2,European eels > elvers,Anguilla anguilla,1,12/04/2012,1
2018,3,Roach,Rutilus rutilus,1,26/04/2018,1
2018,3,Dace,Leuciscus leuciscus,4,26/04/2018,2
2018,3,3-spined stickleback,Gasterosteus aculeatus,11,26/04/2018,4
2018,3,Bullhead,Cottus gobio,3,26/04/2018,1
2018,3,Stone loach,Barbatula barbatula,6,26/04/2018,2
2018,3,Minnow,Phoxinus phoxinus,80,26/04/2018,27
2018,3,European eels > elvers,Anguilla anguilla,2,26/04/2018,1
2012,3,Roach,Rutilus rutilus,16,11/04/2012,6
2012,3,Dace,Leuciscus leuciscus,77,11/04/2012,26
2012,3,Pike,Esox lucius,1,11/04/2012,1
2012,3,Rudd,Scardinius erythrophthalmus,1,11/04/2012,1
2012,3,Minnow,Phoxinus phoxinus,55,11/04/2012,19
2012,3,3-spined stickleback,Gasterosteus aculeatus,29,11/04/2012,10
2012,3,Bullhead,Cottus gobio,10,11/04/2012,4
2012,3,Stone loach,Barbatula barbatula,7,11/04/2012,3
2018,3,Roach,Rutilus rutilus,188,16/04/2018,63
2018,3,Dace,Leuciscus leuciscus,13,16/04/2018,5
2018,3,Pike,Esox lucius,1,16/04/2018,1
2018,3,Stone loach,Barbatula barbatula,17,16/04/2018,6
2018,3,3-spined stickleback,Gasterosteus aculeatus,18,16/04/2018,6
2018,3,Bullhead,Cottus gobio,7,16/04/2018,3
2018,3,Minnow,Phoxinus phoxinus,39,16/04/2018,13
2012,3,Pike,Esox lucius,12,18/04/2012,4
2012,3,Dace,Leuciscus leuciscus,5,18/04/2012,2
2012,3,Perch,Perca fluviatilis,1,18/04/2012,1
2012,3,Stone loach,Barbatula barbatula,2,18/04/2012,1
2012,3,3-spined stickleback,Gasterosteus aculeatus,12,18/04/2012,4
2012,3,Bullhead,Cottus gobio,2,18/04/2012,1
2012,3,Gudgeon,Gobio gobio,5,18/04/2012,2
2012,3,European eels > elvers,Anguilla anguilla,1,18/04/2012,1
2018,3,Roach,Rutilus rutilus,36,13/04/2018,12
2018,3,Pike,Esox lucius,11,13/04/2018,4
2018,3,Gudgeon,Gobio gobio,1,13/04/2018,1
2018,3,Chub,Leuciscus cephalus,2,13/04/2018,1
2018,3,Minnow,Phoxinus phoxinus,59,13/04/2018,20
2018,3,Bullhead,Cottus gobio,7,13/04/2018,3
2018,3,Tench,Tinca tinca,2,13/04/2018,1
2018,3,Rudd,Scardinius erythrophthalmus,2,13/04/2018,1
2018,3,Stone loach,Barbatula barbatula,4,13/04/2018,2
2018,3,Dace,Leuciscus leuciscus,1,13/04/2018,1
2018,3,Perch,Perca fluviatilis,4,13/04/2018,2
2018,3,Roach x rudd hybrid,Rutilus rutilus x Scardinius erythrophthalmus,1,13/04/2018,1
2013,2,Roach,Rutilus rutilus,58,30/09/2013,29
2013,2,Pike,Esox lucius,20,30/09/2013,10
2013,2,Perch,Perca fluviatilis,4,30/09/2013,2
2013,2,Gudgeon,Gobio gobio,6,30/09/2013,3
2013,2,Bullhead,Cottus gobio,5,30/09/2013,3
2013,2,Stone loach,Barbatula barbatula,3,30/09/2013,2
2013,2,Minnow,Phoxinus phoxinus,2,30/09/2013,1
2013,2,European eels > elvers,Anguilla anguilla,2,30/09/2013,1
2013,2,3-spined stickleback,Gasterosteus aculeatus,1,30/09/2013,1
2012,3,Roach,Rutilus rutilus,129,17/04/2012,43
2012,3,Dace,Leuciscus leuciscus,65,17/04/2012,22
2012,3,Pike,Esox lucius,22,17/04/2012,8
2012,3,Perch,Perca fluviatilis,105,17/04/2012,35
2012,3,Gudgeon,Gobio gobio,107,17/04/2012,36
2012,3,3-spined stickleback,Gasterosteus aculeatus,6,17/04/2012,2
2012,3,Minnow,Phoxinus phoxinus,4,17/04/2012,2
2012,3,Bullhead,Cottus gobio,8,17/04/2012,3
